NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_DC_UP	GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_DC_UP	Details ...	159	0.554676	2.2967732	0.0	9.3384914E-4	0.006	2724	tags=40%, list=18%, signal=48%	
GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_DC_UP	GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_DC_UP	Details ...	160	0.5884048	2.2966118	0.0	8.560284E-4	0.006	2112	tags=38%, list=14%, signal=43%	
GSE30971_WBP7_HET_VS_KO_MACROPHAGE_2H_LPS_STIM_DN	GSE30971_WBP7_HET_VS_KO_MACROPHAGE_2H_LPS_STIM_DN	Details ...	173	0.7394947	2.2873745	0.0	7.9018006E-4	0.006	1311	tags=52%, list=9%, signal=56%	
GSE2706_R848_VS_LPS_2H_STIM_DC_DN	GSE2706_R848_VS_LPS_2H_STIM_DC_DN	Details ...	129	0.7014172	2.2747862	0.0	0.0010070474	0.009	1885	tags=47%, list=12%, signal=53%	
GSE30971_WBP7_HET_VS_KO_MACROPHAGE_DN	GSE30971_WBP7_HET_VS_KO_MACROPHAGE_DN	Details ...	174	0.66936445	2.2675061	0.0	0.0011358886	0.01	1386	tags=44%, list=9%, signal=48%	
GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_DAY10_DN	GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_DAY10_DN	Details ...	167	0.56326544	2.2638302	0.0	0.0011771178	0.01	1686	tags=34%, list=11%, signal=37%	
GSE17721_LPS_VS_PAM3CSK4_2H_BMDC_UP	GSE17721_LPS_VS_PAM3CSK4_2H_BMDC_UP	Details ...	167	0.5207339	2.2517972	0.0	0.001591947	0.011	2312	tags=34%, list=15%, signal=40%	
GSE360_CTRL_VS_T_GONDII_DC_DN	GSE360_CTRL_VS_T_GONDII_DC_DN	Details ...	156	0.5330183	2.2490833	0.0	0.0015035056	0.011	1164	tags=26%, list=8%, signal=27%	
GSE9316_IL6_KO_VS_IFNG_KO_INVIVO_EXPANDED_CD4_TCELL_DN	GSE9316_IL6_KO_VS_IFNG_KO_INVIVO_EXPANDED_CD4_TCELL_DN	Details ...	164	0.6158464	2.2394621	0.0	0.0018228124	0.014	1893	tags=38%, list=12%, signal=43%	
GSE8515_IL1_VS_IL6_4H_STIM_MAC_UP	GSE8515_IL1_VS_IL6_4H_STIM_MAC_UP	Details ...	164	0.66612595	2.2320518	0.0019646366	0.0021228131	0.016	1586	tags=45%, list=10%, signal=49%	
GSE2706_UNSTIM_VS_2H_R848_DC_DN	GSE2706_UNSTIM_VS_2H_R848_DC_DN		161	0.78806514	2.228187	0.0	0.00216028	0.017	1394	tags=61%, list=9%, signal=67%	
GSE2706_UNSTIM_VS_8H_LPS_DC_DN	GSE2706_UNSTIM_VS_8H_LPS_DC_DN		175	0.74780786	2.2270157	0.002004008	0.0020620856	0.017	2034	tags=59%, list=13%, signal=68%	
GSE4590_PRE_BCELL_VS_LARGE_PRE_BCELL_UP	GSE4590_PRE_BCELL_VS_LARGE_PRE_BCELL_UP		136	0.58808696	2.2250378	0.0	0.002171346	0.018	1132	tags=31%, list=7%, signal=33%	
GSE9960_HEALTHY_VS_GRAM_NEG_SEPSIS_PBMC_DN	GSE9960_HEALTHY_VS_GRAM_NEG_SEPSIS_PBMC_DN		175	0.6596963	2.2238762	0.002008032	0.0021519603	0.018	1869	tags=46%, list=12%, signal=51%	
GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_DN	GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_DN		171	0.7614819	2.222758	0.0	0.002103946	0.019	1925	tags=63%, list=13%, signal=71%	
GSE3982_DC_VS_MAC_LPS_STIM_DN	GSE3982_DC_VS_MAC_LPS_STIM_DN		159	0.5225143	2.2222095	0.0	0.0020545218	0.02	2079	tags=31%, list=14%, signal=36%	
GSE2706_R848_VS_LPS_8H_STIM_DC_DN	GSE2706_R848_VS_LPS_8H_STIM_DC_DN		163	0.67211515	2.2216651	0.001980198	0.0019784286	0.02	1626	tags=45%, list=11%, signal=50%	
GSE41867_DAY6_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP	GSE41867_DAY6_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP		148	0.73757195	2.216954	0.0	0.002083705	0.021	1953	tags=57%, list=13%, signal=65%	
GSE41867_NAIVE_VS_DAY30_LCMV_CLONE13_EXHAUSTED_CD8_TCELL_UP	GSE41867_NAIVE_VS_DAY30_LCMV_CLONE13_EXHAUSTED_CD8_TCELL_UP		155	0.76173043	2.2148886	0.0	0.0020453506	0.022	1303	tags=56%, list=8%, signal=61%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_DN		156	0.72828203	2.2057197	0.0	0.0021942877	0.023	2070	tags=58%, list=13%, signal=67%	
GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP	GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP		165	0.78958875	2.200321	0.0	0.002463491	0.026	1700	tags=64%, list=11%, signal=71%	
GSE21360_SECONDARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP	GSE21360_SECONDARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP		160	0.6708595	2.1982813	0.0019723866	0.0024143467	0.026	1589	tags=45%, list=10%, signal=50%	
GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_DN	GSE2706_UNSTIM_VS_2H_LPS_AND_R848_DC_DN		160	0.8188612	2.1825285	0.0	0.0032002255	0.032	1394	tags=67%, list=9%, signal=73%	
GSE2706_UNSTIM_VS_8H_R848_DC_DN	GSE2706_UNSTIM_VS_8H_R848_DC_DN		165	0.7412707	2.1816928	0.0	0.0031323035	0.032	1547	tags=57%, list=10%, signal=63%	
GSE9960_GRAM_NEG_VS_GRAM_POS_SEPSIS_PBMC_UP	GSE9960_GRAM_NEG_VS_GRAM_POS_SEPSIS_PBMC_UP		174	0.604054	2.180097	0.002008032	0.0030928266	0.032	2023	tags=43%, list=13%, signal=48%	
GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_HET_DN	GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_HET_DN		138	0.66670376	2.1798894	0.0	0.0030069149	0.032	1618	tags=41%, list=11%, signal=45%	
GSE360_CTRL_VS_L_DONOVANI_DC_DN	GSE360_CTRL_VS_L_DONOVANI_DC_DN		167	0.5167284	2.1763809	0.0	0.0032283044	0.036	1502	tags=27%, list=10%, signal=30%	
GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_UP	GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_UP		155	0.46000272	2.1736333	0.0	0.003314407	0.037	2150	tags=30%, list=14%, signal=34%	
GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP		171	0.8705708	2.172871	0.0	0.0033288419	0.038	1418	tags=82%, list=9%, signal=89%	
GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_DN	GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_DN		156	0.5436905	2.1704812	0.0	0.0033300908	0.038	1772	tags=31%, list=12%, signal=34%	
GSE2706_UNSTIM_VS_2H_LPS_DC_DN	GSE2706_UNSTIM_VS_2H_LPS_DC_DN		159	0.78377086	2.167687	0.0	0.0033886475	0.039	1658	tags=64%, list=11%, signal=70%	
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_UP	GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_UP		149	0.54606307	2.164241	0.0	0.0034609183	0.04	1804	tags=31%, list=12%, signal=35%	
GSE42088_UNINF_VS_LEISHMANIA_INF_DC_2H_UP	GSE42088_UNINF_VS_LEISHMANIA_INF_DC_2H_UP		180	0.6659808	2.1593282	0.0	0.0038012464	0.044	1889	tags=47%, list=12%, signal=53%	
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_UP	GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_UP		174	0.6919893	2.1588993	0.0019723866	0.0037601397	0.046	2001	tags=52%, list=13%, signal=59%	
GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_DN	GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_DN		175	0.6301004	2.1504288	0.0038986355	0.004340136	0.053	2038	tags=43%, list=13%, signal=49%	
GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP		168	0.8649334	2.146907	0.0	0.004526053	0.055	995	tags=76%, list=6%, signal=81%	
GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN	GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN		160	0.5577877	2.1459148	0.0	0.0045967395	0.056	1602	tags=31%, list=10%, signal=34%	
GSE38304_MYC_NEG_VS_POS_GC_BCELL_DN	GSE38304_MYC_NEG_VS_POS_GC_BCELL_DN		162	0.46771917	2.145431	0.0	0.0046130787	0.056	2347	tags=29%, list=15%, signal=34%	
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_DN	GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4HIGH_SORTED_BCELL_DN		175	0.5886951	2.142555	0.0	0.0046606823	0.059	2149	tags=41%, list=14%, signal=47%	
GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_DC_UP	GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_DC_UP		173	0.5288127	2.139723	0.0	0.004659343	0.06	2033	tags=32%, list=13%, signal=36%	
GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_DN	GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_DN		167	0.6380642	2.1361144	0.0	0.004814562	0.061	1705	tags=47%, list=11%, signal=53%	
GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_UP	GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_UP		174	0.7358431	2.1348374	0.0019762847	0.00475398	0.061	1654	tags=57%, list=11%, signal=63%	
GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP	GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP		170	0.8541399	2.1346421	0.0	0.004664282	0.061	1418	tags=80%, list=9%, signal=87%	
GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_DN	GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_DN		167	0.8912579	2.1335375	0.0	0.004658011	0.061	1403	tags=89%, list=9%, signal=97%	
GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_DN	GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_DN		166	0.5541734	2.1295512	0.0	0.0048156455	0.063	1823	tags=33%, list=12%, signal=37%	
GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_UP	GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_UP		165	0.8665907	2.1273081	0.0	0.0048398245	0.064	1212	tags=79%, list=8%, signal=85%	
GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN	GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN		153	0.578095	2.1255457	0.0	0.004880461	0.066	2168	tags=43%, list=14%, signal=50%	
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4MID_SORTED_BCELL_UP	GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4MID_SORTED_BCELL_UP		172	0.5047402	2.1238983	0.0	0.004973659	0.068	2551	tags=36%, list=17%, signal=43%	
GSE9960_HEALTHY_VS_GRAM_POS_SEPSIS_PBMC_DN	GSE9960_HEALTHY_VS_GRAM_POS_SEPSIS_PBMC_DN		164	0.65631676	2.122832	0.002	0.0049403734	0.069	1381	tags=45%, list=9%, signal=48%	
GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_2H_UP	GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_2H_UP		172	0.71804565	2.1220527	0.0019646366	0.0049339365	0.07	1413	tags=52%, list=9%, signal=56%	
GSE39382_IL3_VS_IL3_IL33_TREATED_MAST_CELL_DN	GSE39382_IL3_VS_IL3_IL33_TREATED_MAST_CELL_DN		165	0.6495043	2.1208684	0.006024096	0.0049092793	0.073	2033	tags=47%, list=13%, signal=53%	
GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_UP	GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_UP		171	0.76395625	2.1195557	0.0	0.0048581497	0.075	1700	tags=58%, list=11%, signal=65%	
GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN	GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN		178	0.85830796	2.118123	0.0	0.004911549	0.077	1550	tags=81%, list=10%, signal=89%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_DN		147	0.697243	2.1178646	0.0	0.0048472905	0.077	2033	tags=54%, list=13%, signal=61%	
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_6H_DN	GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_6H_DN		183	0.6215284	2.116213	0.002	0.0048498726	0.078	1556	tags=40%, list=10%, signal=44%	
GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_2H_UP	GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_2H_UP		173	0.72773474	2.1158504	0.002020202	0.0047763893	0.078	1413	tags=55%, list=9%, signal=60%	
GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_DN	GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_DN		137	0.5527318	2.1152053	0.0019569471	0.0047609922	0.078	1738	tags=38%, list=11%, signal=42%	
GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_17H_DN	GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_17H_DN		175	0.6627845	2.115112	0.003992016	0.004719852	0.079	2116	tags=51%, list=14%, signal=59%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN		155	0.7536421	2.1136682	0.0	0.0047270553	0.079	2034	tags=62%, list=13%, signal=71%	
GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP	GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP		132	0.58538926	2.1108966	0.0	0.0049289763	0.083	1634	tags=36%, list=11%, signal=40%	
GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_DC_UP	GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_DC_UP		164	0.4725147	2.1096077	0.0	0.0049637426	0.086	2507	tags=32%, list=16%, signal=37%	
GSE8515_CTRL_VS_IL1_4H_STIM_MAC_DN	GSE8515_CTRL_VS_IL1_4H_STIM_MAC_DN		166	0.5514234	2.1044648	0.0019569471	0.0052464074	0.094	1351	tags=33%, list=9%, signal=36%	
GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_3DAY_STIMULATED_BCELL_UP	GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_3DAY_STIMULATED_BCELL_UP		167	0.47027308	2.1029942	0.0	0.005306328	0.094	1437	tags=24%, list=9%, signal=26%	
GSE3982_CTRL_VS_LPS_4H_MAC_DN	GSE3982_CTRL_VS_LPS_4H_MAC_DN		179	0.6832301	2.0994377	0.002016129	0.0055992412	0.097	1428	tags=48%, list=9%, signal=52%	
GSE27859_MACROPHAGE_VS_DC_UP	GSE27859_MACROPHAGE_VS_DC_UP		145	0.5472324	2.0967116	0.003937008	0.0056735454	0.1	1981	tags=36%, list=13%, signal=41%	
GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN	GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_DN		179	0.8502091	2.094973	0.0	0.005762592	0.103	1406	tags=78%, list=9%, signal=84%	
GSE22886_CTRL_VS_LPS_24H_DC_DN	GSE22886_CTRL_VS_LPS_24H_DC_DN		164	0.69620746	2.094142	0.0060362173	0.0057949387	0.104	1646	tags=49%, list=11%, signal=54%	
GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_UP	GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_UP		182	0.68553203	2.093171	0.0	0.005766216	0.104	1399	tags=42%, list=9%, signal=46%	
GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_17H_UP	GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_17H_UP		156	0.5424375	2.092177	0.0	0.0057106805	0.105	2011	tags=32%, list=13%, signal=37%	
GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_DERIVED_MACROPHAGE_DN	GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_DERIVED_MACROPHAGE_DN		155	0.6079888	2.0885594	0.0	0.005977476	0.112	2082	tags=37%, list=14%, signal=43%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN		131	0.71622276	2.0797453	0.003992016	0.0066697383	0.121	1687	tags=57%, list=11%, signal=64%	
GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN	GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN		174	0.6148831	2.0791752	0.0019646366	0.006638085	0.122	1382	tags=37%, list=9%, signal=40%	
GSE7460_TCONV_VS_TREG_THYMUS_DN	GSE7460_TCONV_VS_TREG_THYMUS_DN		172	0.46320903	2.0783956	0.0	0.006622843	0.122	2944	tags=35%, list=19%, signal=43%	
GSE42021_CD24INT_VS_CD24LOW_TREG_THYMUS_DN	GSE42021_CD24INT_VS_CD24LOW_TREG_THYMUS_DN		153	0.5560532	2.0759616	0.0019267823	0.0067197587	0.124	1646	tags=32%, list=11%, signal=36%	
GSE7348_UNSTIM_VS_LPS_STIM_MACROPHAGE_DN	GSE7348_UNSTIM_VS_LPS_STIM_MACROPHAGE_DN		145	0.5796787	2.0747764	0.0019646366	0.006724387	0.125	1948	tags=43%, list=13%, signal=49%	
GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN	GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN		170	0.56949985	2.0731723	0.0020242915	0.006838993	0.129	1502	tags=34%, list=10%, signal=37%	
GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_DN	GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_DN		174	0.5565336	2.0690162	0.0	0.007161238	0.135	1645	tags=36%, list=11%, signal=40%	
GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN		169	0.6705485	2.0675216	0.0040983604	0.007213848	0.137	2636	tags=53%, list=17%, signal=63%	
GSE35825_IFNA_VS_IFNG_STIM_MACROPHAGE_UP	GSE35825_IFNA_VS_IFNG_STIM_MACROPHAGE_UP		139	0.58081025	2.06729	0.0019646366	0.0071535134	0.137	2022	tags=47%, list=13%, signal=53%	
GSE8685_IL2_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP	GSE8685_IL2_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP		151	0.43143848	2.06608	0.0	0.0071893153	0.138	1939	tags=25%, list=13%, signal=28%	
GSE17721_CTRL_VS_LPS_1H_BMDC_DN	GSE17721_CTRL_VS_LPS_1H_BMDC_DN		156	0.4349154	2.064515	0.0	0.007259327	0.139	1696	tags=24%, list=11%, signal=27%	
GSE360_CTRL_VS_L_MAJOR_DC_DN	GSE360_CTRL_VS_L_MAJOR_DC_DN		161	0.49230385	2.064166	0.0	0.0072127027	0.14	1480	tags=25%, list=10%, signal=27%	
GSE18281_CORTICAL_VS_MEDULLARY_THYMOCYTE_UP	GSE18281_CORTICAL_VS_MEDULLARY_THYMOCYTE_UP		173	0.57794213	2.0553625	0.0060975607	0.007885877	0.148	2050	tags=32%, list=13%, signal=37%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_DN	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_DN		136	0.5898289	2.0505579	0.0	0.008460628	0.152	2033	tags=38%, list=13%, signal=43%	
GSE360_L_DONOVANI_VS_L_MAJOR_MAC_DN	GSE360_L_DONOVANI_VS_L_MAJOR_MAC_DN		159	0.4811552	2.0498319	0.0	0.008470668	0.153	1101	tags=22%, list=7%, signal=23%	
GSE25123_WT_VS_PPARG_KO_MACROPHAGE_UP	GSE25123_WT_VS_PPARG_KO_MACROPHAGE_UP		173	0.65472925	2.0485225	0.006048387	0.008474871	0.155	1549	tags=42%, list=10%, signal=46%	
GSE42724_MEMORY_BCELL_VS_PLASMABLAST_UP	GSE42724_MEMORY_BCELL_VS_PLASMABLAST_UP		180	0.5296284	2.0438998	0.002020202	0.008883553	0.157	1571	tags=32%, list=10%, signal=35%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN		150	0.5333417	2.0402124	0.001992032	0.009222467	0.162	1810	tags=37%, list=12%, signal=41%	
GSE35825_UNTREATED_VS_IFNG_STIM_MACROPHAGE_UP	GSE35825_UNTREATED_VS_IFNG_STIM_MACROPHAGE_UP		175	0.5667942	2.039266	0.0038986355	0.0091962805	0.162	2022	tags=39%, list=13%, signal=44%	
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_30H_UP	GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_30H_UP		165	0.4533197	2.0349853	0.0	0.009706693	0.17	2076	tags=26%, list=14%, signal=30%	
GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_DN	GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_DN		173	0.6120441	2.0343397	0.007984032	0.009655012	0.171	2634	tags=47%, list=17%, signal=57%	
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_6H_UP	GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_6H_UP		163	0.4340209	2.0321887	0.0	0.009969131	0.179	2001	tags=24%, list=13%, signal=27%	
GSE3982_CTRL_VS_LPS_48H_DC_DN	GSE3982_CTRL_VS_LPS_48H_DC_DN		166	0.5778559	2.0312274	0.005952381	0.009979042	0.18	1895	tags=35%, list=12%, signal=39%	
GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_3H_UP	GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_3H_UP		154	0.55415374	2.028966	0.0	0.010099539	0.184	2429	tags=38%, list=16%, signal=44%	
GSE7852_TREG_VS_TCONV_THYMUS_UP	GSE7852_TREG_VS_TCONV_THYMUS_UP		168	0.44429925	2.0267606	0.0	0.010305676	0.186	2307	tags=27%, list=15%, signal=31%	
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP	GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP		164	0.49404603	2.0253513	0.0019157088	0.0103826355	0.187	1895	tags=26%, list=12%, signal=30%	
