	baseMean	log2FoldChange	lfcSE	pvalue	padj
TTC5	147.801557185029	0.384854496578507	0.102949549428078	3.1926165887094e-05	0.000232700244170332
VAV2	960.486401828712	0.384210659621119	0.135059239612708	0.000574469041143371	0.00310814488313594
SRD5A3-AS1	59.7026194922992	0.383414952228115	0.114648929526431	0.000125432387548144	0.000804518954548193
GPX3	953.772372229229	0.383398785737208	0.114840030202278	0.000127800835182838	0.000818434480150038
SPC24	17.2195610890044	0.382670624509217	0.16195738097456	0.00208595907964588	0.00959550503527693
FEM1C	1959.4299749848	0.382125448922568	0.0743379272192307	6.69697936729882e-08	8.23652405627857e-07
MSC-AS1	1327.22724816147	0.380454405251749	0.140364756969261	0.000845872597627489	0.00436535604935621
PKD2	246.131770974008	0.380218280419844	0.0756407463888451	1.19938922274475e-07	1.39822281287229e-06
YRDC	995.002990680198	0.378889336197376	0.126377675670086	0.000373906765487861	0.00211825594897529
RNF169	174.348997090873	0.378726137508642	0.110071323849799	9.20850844261094e-05	0.000607094744361303
HAGH	345.115794883107	0.378385565755625	0.0688639712750614	1.01669533801193e-08	1.42697975954526e-07
ANKRD42	402.112479715521	0.378176942676768	0.095169399114857	1.32838074535421e-05	0.000105166457162017
WBP4	373.594126368038	0.377175263052946	0.0752961625643207	1.31568035576621e-07	1.52086735956435e-06
FAM129A	7125.98262851125	0.376900225577683	0.110429783210329	0.000101485761382778	0.00066249080780839
CCDC117	571.479046797469	0.376819585900608	0.113922545625539	0.000143646989608977	0.000906254927134588
BTBD19	622.879661550179	0.376050275413211	0.133015079479066	0.000619409369166285	0.00332679905506799
AL356270.1	42.5855862153864	0.375991598747307	0.135007808760285	0.000697783473209507	0.00369431704543163
HBP1	2880.27840681697	0.375236986748518	0.0702392478633196	2.34372065829076e-08	3.0972637292865e-07
DMD	28.4292031206956	0.374622647562075	0.13751481735986	0.000829790375193364	0.00428773650426385
TMEM63B	511.475241216105	0.374508733921448	0.097663996358446	2.27964609165013e-05	0.000171440051103045
STK3	1019.90140528089	0.374138675038748	0.0881760003659291	4.49231039914986e-06	3.91298622447766e-05
ZFP36	26772.1995887807	0.373948038937148	0.124295246695123	0.000367420325823897	0.00208495328851421
SLC43A3	1524.90942909038	0.373196051624613	0.0744155151889705	1.28533768161587e-07	1.48913897167388e-06
GNB4	1459.84592563617	0.372904509216899	0.0808152805637861	8.81659709420658e-07	8.76801845386151e-06
NAMPT	25828.8218653192	0.37263222572147	0.098959457814806	2.96054021865465e-05	0.000217169609764842
MAPRE3	128.456528044823	0.372568716301354	0.109752042513665	0.000108950042016999	0.000707178569256077
AC022098.1	114.867935512348	0.372069632963013	0.111471802379129	0.000131627677315345	0.000840586929993957
DDX5	17800.0059600052	0.37148512457407	0.0775971412949664	3.92755965111892e-07	4.174249348214e-06
SLC36A4	1167.21226997263	0.370818465475888	0.0627070575552592	9.27613424132419e-10	1.56704218513536e-08
MAPRE2	2006.61922039326	0.37073982834079	0.0697390154708506	2.71242626303451e-08	3.54805357839784e-07
KLF4	3005.29987245963	0.370693258856837	0.135001957397682	0.000791057414021929	0.00410719085312016
SLC19A2	175.692651627572	0.370110418735224	0.131888343737677	0.000668841046629462	0.0035570104356288
DOCK4	6579.8895542477	0.369659948752231	0.135065693172571	0.000813512733611435	0.00421527021072498
AL359265.3	57.4492945109839	0.369275624652237	0.135194570207994	0.0008268763656207	0.00427482615553054
ULK2	463.770953828476	0.367638872876408	0.0972783944068214	2.83654532152585e-05	0.000209117723166306
LINC00877	1222.34014459986	0.367536830140285	0.12154385791044	0.000356786661815198	0.00203866769050528
TMEM132A	158.313463732557	0.366597446767738	0.121383067805229	0.000361662696456415	0.00206023578136412
TAB2	4492.33102287443	0.366203817832509	0.0787940003309044	7.61840010719722e-07	7.67284388672002e-06
PAN2	280.136932323974	0.364852755248608	0.0608091926046121	5.55602621128408e-10	9.79143164947263e-09
KDM5B	1299.38397214777	0.362836802181364	0.105570070540832	9.63198796627331e-05	0.00063249715169152
FBXL8	29.7476980644937	0.362724245635328	0.134011080889452	0.000902931711400079	0.00463194288052057
AC092115.3	24.9921175798245	0.362715401344065	0.149085098689363	0.00187513978657294	0.00874498555043628
MAP3K13	181.722673018588	0.362575150165882	0.110139136678387	0.000155900178837906	0.000976202702303331
COX17	199.770623742003	0.361303770979423	0.0850377232101855	4.45260263834062e-06	3.88371139832541e-05
RIC8B	217.459941256248	0.360997747105832	0.0997593539683507	5.13727480050906e-05	0.00036027459541675
GPR155	156.605379413579	0.360869925111417	0.117723238701697	0.000319601353916469	0.00184618682150064
ANKRD33B	515.744194268318	0.360537018670343	0.129021019279886	0.00071047900032984	0.00374937571448751
CCDC146	66.3005201412086	0.360230199093875	0.146596576641514	0.00177537640713897	0.00834593213463365
ANKRD36C	32.835866302736	0.359978302872916	0.123242840465066	0.0004938366545765	0.00272125950845369
GABPB1	639.009877500119	0.359508636649091	0.0629131551350912	3.00806503046295e-09	4.62629573849218e-08
AC093157.1	30.8610784130263	0.358628517766275	0.14548714769561	0.00174919445385593	0.00824168195157765
TMEM202-AS1	113.168438058005	0.358477329461513	0.0816344705126962	2.42352959621235e-06	2.22320753328869e-05
SRGN	40335.4275387282	0.358439931666561	0.063839700058045	5.31185494477866e-09	7.85742108869631e-08
ARHGEF37	22.4637831998763	0.358022905655868	0.126477630005051	0.000644800030846008	0.00344429009207878
NFKBIB	829.396095472978	0.357990497735995	0.115890296502392	0.000299113727866048	0.00174449094800788
ANO8	341.992487652111	0.357966577500732	0.130046258455339	0.000805062134336833	0.00417568905372188
SAT1	9374.39482854637	0.357944269344401	0.0950916722755821	3.03779750346588e-05	0.000222282081903677
ANKFY1	438.355464059133	0.357856934770904	0.0864542230818864	7.03217840353917e-06	5.89385347581353e-05
NAMPTP1	4648.47742020339	0.357836043246819	0.118265167340102	0.000363069403823178	0.00206596129786109
PDP1	900.361504548833	0.356980968293887	0.132429476685329	0.00094633093495797	0.0048221162252836
MLKL	849.241812872544	0.356478121535286	0.075351183508358	5.19328470659234e-07	5.39137366916468e-06
ZNF217	4222.96592658247	0.35624793167918	0.0818522385492577	2.87262907045439e-06	2.592421743582e-05
YIPF1	596.817707318038	0.356229770353808	0.0738513409203794	3.33820414595837e-07	3.58678268967308e-06
ICK	155.633198960846	0.35603304256003	0.0828818225017201	3.66318185435304e-06	3.23769887608111e-05
GOLGA7	545.949546511338	0.355008580300328	0.0807450187446861	2.37084406125134e-06	2.17876227799498e-05
AP4S1	178.613838012795	0.354212303744956	0.0890567768010706	1.3498747026961e-05	0.000106785935727316
AGK	392.189748791589	0.354038684617818	0.0881178086507473	1.15076929586663e-05	9.23848186958715e-05
AZI2	774.199675967625	0.353778970260616	0.0815521033310586	3.05781860293483e-06	2.74031688040014e-05
ADAM17	3402.55142701854	0.353699502389102	0.0645066206027904	1.10751595383727e-08	1.54601412931857e-07
MYOF	3932.91639291926	0.353452605584612	0.145441745662838	0.00194708527640337	0.00902528196604546
BCKDHB	43.176899820342	0.353158404159761	0.141664354950708	0.00165443447360365	0.00785579985156648
TIPRL	370.111467657141	0.352339756531926	0.0712884801122219	1.86997407120478e-07	2.10599816579691e-06
AC012020.1	70.9134148204023	0.352155460936927	0.139255854057412	0.00150905984166668	0.00726495444598352
PODXL2	72.4026073434852	0.35165603214133	0.131812299237617	0.00103700565612268	0.00522336068063166
RNF149	4096.56224481922	0.351516139879853	0.059271259734046	8.47243769071815e-10	1.44073452829931e-08
ST3GAL4	328.922999880684	0.350952368051434	0.0899210240350288	1.80800379427226e-05	0.000138915183237289
CLK1	2510.71084709099	0.350747679621142	0.0781331421370572	1.57770429717488e-06	1.49885450385427e-05
DIP2B	2252.27501101501	0.34979808608772	0.0825763541856898	4.7242786986684e-06	4.08775267047103e-05
RBM17	661.054461291899	0.349420772984448	0.0651308056925445	2.10803693406528e-08	2.81838648182763e-07
AC145098.1	37.0171689837916	0.349359794776832	0.13271877917085	0.00115058438134449	0.00573925435891979
CHEK1	44.4360080254392	0.34905556788844	0.145769148210562	0.0021651561909347	0.00992431583530237
AC096667.1	496.41113343211	0.348725239865745	0.107027741593022	0.000178141192221383	0.00109973992533669
TXN	1445.28592559508	0.348427143496666	0.0730707191954945	4.34953092030797e-07	4.59660750982315e-06
SGMS1	5188.72144480503	0.347621373720023	0.0609528352228692	3.20858643056186e-09	4.90125273906762e-08
RIPOR3	252.93996588343	0.347412808240617	0.113281654981931	0.000327093627888952	0.00188364917084889
Z84485.1	51.3218589334589	0.346706477545706	0.11589210686805	0.000411957298370373	0.002314068624425
NPTN	2768.08363555223	0.346587226097557	0.0533475041663681	2.43461411178027e-11	5.27867439030462e-10
AL583856.1	36.642684933232	0.345648870922081	0.124488881097168	0.000776288772795506	0.00404685021257673
MAML2	10708.7188946569	0.344898874687803	0.12083541843418	0.000621488970664503	0.00333448684756005
CYLD	2138.98611482522	0.344212227756825	0.0653429463804642	3.53088354170518e-08	4.51531757328314e-07
CSMD1	22.6755822067047	0.343799236439445	0.136917488772046	0.00162192375103389	0.00772874087570018
TICAM1	3734.70222422741	0.34350100383788	0.106167699014409	0.000193266189206553	0.00118141565927333
SKIV2L	488.198884464017	0.342850060634029	0.0778134356188443	2.27601229086911e-06	2.10005510748533e-05
TMEM185B	857.214892454449	0.342432439945469	0.0683114385990199	1.31213594163332e-07	1.51768864351645e-06
GCNT2	308.355790880818	0.342021635894791	0.14176912608623	0.00211300092402112	0.00970254563995949
AL137145.2	276.340222051803	0.340003023979415	0.124955077832944	0.000920997477821931	0.00471638728314188
ETFBKMT	36.9907889084122	0.338199989435767	0.131810446739633	0.00142155523155333	0.00691160691031221
PM20D2	56.7826177210991	0.337149042498226	0.105811764824105	0.000228319405211083	0.0013712492941107
FBXO30	272.074386869607	0.336958669710418	0.135857101443737	0.00179488412946755	0.00842416419888785
FZD5	146.747941191259	0.336719748413903	0.116328252206703	0.000561439911793942	0.00304967994326086
KLF9	782.183265871877	0.336112085411156	0.086546854352871	1.95611425657796e-05	0.000149070396086474
CFAP20	154.422269357193	0.335763916674864	0.110573708167795	0.000366197097288617	0.00208088137912471
LINC02328	311.028762149732	0.335251569234985	0.128408264272238	0.00126654795757583	0.00624562135224314
CNTLN	589.076196949907	0.334971255414866	0.0765074010581918	2.55911484996881e-06	2.33612897750481e-05
TRMT44	163.434265727918	0.334863128458748	0.102502311804592	0.000176300175933303	0.00108935508108218
ENGASE	192.139906842786	0.334638824369303	0.105875261227462	0.000248589805619268	0.00148131591092443
ITGA1	157.951029588131	0.333119042314833	0.124855825270656	0.00108616849559127	0.00544566349056676
FNDC3B	15819.5701105854	0.332428519052037	0.0945477135178885	7.5822891300666e-05	0.000510180448463867
DAPP1	1099.8643822709	0.331891072320932	0.096076235992519	9.39726780051944e-05	0.00061894424540169
MSH6	39.6235344779767	0.329851383614946	0.125087947981915	0.00119358278703199	0.00592929971655484
PLAGL1	708.498639415805	0.329779843473287	0.101103995690183	0.00018015073863433	0.00111181211701859
MTHFD2L	763.110872360087	0.329652750227349	0.120978341579714	0.000932186650281006	0.00476295288638917
PUS10	159.437143880809	0.329294490086763	0.0993184044077222	0.000150843830218451	0.000946557685445212
CENPJ	78.5265429006231	0.329186273578206	0.121621552128846	0.000982781683097479	0.00498317296979145
MAP2K1	2814.29166893122	0.328629048117939	0.0672750089580184	2.43508337199439e-07	2.68799761063071e-06
RPL5P34	58.3702568455111	0.328467341413107	0.129529120782859	0.00158130549759235	0.00756321290526734
NIFK	208.398722153489	0.327881211117739	0.0924696743076506	6.83467128039762e-05	0.000464126060282051
