	symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj	ensgene
68	TLK1	1223.49125836047	-0.307123622735948	0.0972067886790553	0.000342895710087059	0.00876767119711021	ENSG00000198586
69	ZNF804A	755.450406452499	-0.401128023860137	0.143989389469252	0.000271285436670182	0.00751710378388402	ENSG00000170396
70	CCL20	7077.07540898402	-0.512218429903044	0.277886187889046	0.000355747997498004	0.00899214165431502	ENSG00000115009
71	GIGYF2	745.983629129008	-0.31051625325351	0.0789892195617349	1.95334442711586e-05	0.00152188511394998	ENSG00000204120
72	DHX57	612.995233625132	0.476987542306358	0.194096481747501	0.000162057373623906	0.00558121436148271	ENSG00000163214
73	RNF25	100.048057033816	-0.364767729446065	0.122420520450516	0.000281595619123758	0.00774502327311588	ENSG00000163481
74	DNPEP	384.857153947104	0.613878488134297	0.138460505682146	1.54547835718703e-08	1.27936630255889e-05	ENSG00000123992
75	FN1	562.035677189563	-1.69143105656443	0.784726659412645	7.8349685088208e-06	0.000854211275906905	ENSG00000115414
76	OTOF	418.491424612433	0.806067466062128	0.898744909318718	0.000200825610616794	0.00628600947733766	ENSG00000115155
77	AC013270.1	31.9886644474781	0.786812117843555	0.557266631240121	0.000193706315101197	0.00615261425303443	NA
78	DCAF17	126.465941052999	0.419290450705964	0.11377012619762	1.2015268469089e-05	0.00110515438106308	ENSG00000115827
79	AC019186.1	27.3544891347308	-0.680662595550083	0.3418626699794	6.09789262253217e-05	0.00299135510316439	NA
80	ACVR1	1540.94227447171	-0.558168036199145	0.148106837951253	7.32693166602165e-07	0.000190284725326386	ENSG00000115170
81	IRS1	82.7342178168596	-0.529518392995445	0.301255045373864	0.00035248262939936	0.00894374028044928	ENSG00000169047
82	SP3	3990.08496994609	-0.289859422589104	0.0859471036578618	0.000201391396975409	0.00628600947733766	ENSG00000172845
83	IL1R2	1980.31836500191	-1.31650634061166	0.673657928194106	2.1625492184505e-05	0.0015824842209048	ENSG00000115590
84	CBWD2	224.852375199709	0.403035039429824	0.130552892461519	0.000114108533005505	0.00445831126742748	NA
85	CUL3	1594.8167553163	-0.282569890602395	0.0835007147277031	0.000208266704208657	0.00644507592813939	ENSG00000036257
86	MYO7B	158.785070014232	0.667762225572025	0.323188273865257	5.24909364652561e-05	0.00274851214355764	ENSG00000169994
87	COX5B	1281.63047570605	0.370189217824668	0.126206067598427	0.000297007719770185	0.00797944675122942	ENSG00000135940
88	GPBAR1	272.772036716455	0.733861510057588	0.3161650970353	1.60972984595339e-05	0.00135801731271673	ENSG00000179921
89	VAMP5	800.140676512592	0.966564638776051	0.309032673821342	6.10579625623178e-07	0.000168481815445396	ENSG00000168899
90	RUFY4	48.9416758658507	1.46745709109407	0.4637372670427	1.44919318604113e-06	0.000304675615065314	ENSG00000188282
91	INPP1	349.033684223335	-0.6627256911312	0.177346629309792	1.38967858401772e-07	5.51674968925344e-05	ENSG00000151689
92	GTDC1	490.795672395942	-0.328324218821593	0.0984363583740551	0.000148412123399292	0.00535618140169924	ENSG00000121964
93	ST3GAL5	365.3821978487	0.982937526355722	0.220624134975985	2.12271969947463e-09	3.1239358243935e-06	ENSG00000115525
94	AMMECR1L	446.480746843851	-0.446139164620746	0.109799011562812	1.80417682007712e-06	0.000357938548730684	ENSG00000144233
95	PUM2	1978.33726953949	-0.308896881662106	0.0877515535439299	9.6935848818473e-05	0.00408890228535247	ENSG00000055917
96	LBX2-AS1	180.792609143637	-0.510879052904376	0.200746562817125	7.69332887400755e-05	0.00352588722962734	ENSG00000257702
97	CYP1B1	4954.5832131211	-0.469853277778686	0.213480508619169	0.000309984878169367	0.00819510920429794	ENSG00000138061
98	OXSR1	4054.65913380897	-0.371768758596463	0.104899603277047	4.05713519317124e-05	0.00241551152173467	ENSG00000172939
99	GBE1	886.176945896819	-0.363400011875064	0.125123728799469	0.000356530116731682	0.00899474551640214	ENSG00000114480
100	PLA1A	59.5843750207145	0.61753168451263	0.300757538280048	7.80846851698467e-05	0.00356087895018142	ENSG00000144837
101	TNFSF10	1016.33732509212	0.773395299270024	0.397673267225836	4.77894653936959e-05	0.0026595439879811	ENSG00000121858
102	LRCH3	900.708471730019	-0.335183018813046	0.111221206668094	0.000383866896372669	0.00938519377423066	ENSG00000186001
103	CNBP	3436.70622048293	0.436860031793894	0.102595811950506	9.26815254698009e-07	0.00021164944911164	ENSG00000169714
104	ZNF639	85.5676397964998	0.374885965705875	0.132854028697224	0.000375982819604286	0.00929607467426397	ENSG00000121864
105	TRANK1	754.783243015048	0.439242682091474	0.178695231887397	0.000303396573710976	0.00805308140040456	ENSG00000168016
106	LRRC58	479.162656469135	-0.374667088801399	0.122016977303087	0.000185862580511595	0.00604852550092402	ENSG00000163428
107	WDR82	1828.97328040186	-0.288830043085424	0.0772938158251713	5.29158623334994e-05	0.00274851214355764	ENSG00000164091
108	ZXDC	1375.0720433542	-0.481770219655557	0.0949415708863556	9.42058779956907e-09	8.91254895752088e-06	ENSG00000070476
109	POPDC2	233.625035556374	0.519017435807305	0.26754864204341	0.000270751539317418	0.00751710378388402	ENSG00000121577
110	PXK	1586.78748137224	-0.575756087077756	0.136007312569292	7.98661062048699e-08	3.77795205958394e-05	ENSG00000168297
111	PARP3	80.3826189687487	0.801615037102197	0.400137832961029	3.67571292441896e-05	0.00224353998543452	ENSG00000041880
112	RARRES1	32.2159252066279	-0.687689847545423	0.25642457892574	6.08860789992655e-06	0.000739849648023185	ENSG00000118849
113	PLD1	2428.72143096964	-0.464001382580877	0.17975855580271	0.000151820989575686	0.00545040189108979	ENSG00000075651
114	SETD5	1824.87535983797	-0.487671766025924	0.136285532205877	5.47606610459145e-06	0.000687175168150507	ENSG00000168137
115	TEX264	351.156856146303	0.407561761814845	0.144979338924043	0.000228387950127939	0.00679774921223495	ENSG00000164081
116	ATP13A3	11275.2254832367	-0.486878083523931	0.221591120603227	0.000242457669285705	0.00705791610920696	ENSG00000133657
117	RBM5	887.628370179377	-0.419201266979646	0.110348487640007	7.86815973277783e-06	0.000854211275906905	ENSG00000003756
118	CD86	1423.02230521123	0.474111804818437	0.167562805063884	6.91246739704744e-05	0.00326984395263905	ENSG00000114013
119	DLG1	507.682080101035	-0.264006860760577	0.0782125350051064	0.000256246874523353	0.00731463330401252	ENSG00000075711
120	SLC25A38	53.3506137247042	0.437922943588842	0.167111813404481	0.000216726606375221	0.00658438104010005	ENSG00000144659
121	ZNF148	817.398850722848	-0.388302415281011	0.0964849688791408	5.09343013591349e-06	0.00065497555485606	ENSG00000163848
122	AC098614.4	145.236805092205	-0.524215574177527	0.241457693464736	0.000153744034335582	0.0054740315450935	NA
123	PDE12	866.071137622883	-0.348254186922558	0.097503587511664	5.02282821260749e-05	0.0026825548256446	ENSG00000174840
124	EIF1B	1567.9766178537	-0.520816939734998	0.214554320869719	8.82836447056527e-05	0.00383382581680777	ENSG00000114784
125	DCUN1D1	545.074773900347	-0.308971463413018	0.0896168804908293	0.000125731460368828	0.00473100338802591	ENSG00000043093
126	SEC24B	1168.05947935788	-0.296180683685614	0.079403521248959	5.04317406673866e-05	0.00268260403670496	ENSG00000138802
127	CEP170P1	22.8520789963162	-0.753280640568228	0.378185586465914	4.40195052484221e-05	0.00253494933484935	ENSG00000276725
128	SLC7A11	6347.10672148189	-0.610528579501502	0.278281669995262	5.59771325727487e-05	0.00285160431125406	ENSG00000151012
129	SLC7A11-AS1	111.640124604287	-1.01451427246892	0.461820864487872	1.57457537058938e-05	0.00134550005054557	ENSG00000250033
130	IL15	748.995053132701	0.716151210716446	0.314456542583526	2.03422591375927e-05	0.00154660894188908	ENSG00000164136
131	KLHL2	842.844070052162	-0.390357942630262	0.0969404509625399	4.9022270281775e-06	0.00063868870653391	ENSG00000109466
132	HPGD	60.1010295698354	-0.994810662491135	0.53322911043736	4.06688614078393e-05	0.00241551152173467	ENSG00000164120
133	REST	1190.25444047434	-0.502291390888567	0.166150969262482	2.47107936115568e-05	0.00173171672690513	ENSG00000084093
134	MAEA	1330.09260781288	-0.492406876276154	0.111746351973847	1.89345528759769e-07	6.77805818492742e-05	ENSG00000090316
135	G3BP2	1456.29427667258	0.268487033438062	0.0797544953934933	0.000253900846417789	0.00726331902981343	ENSG00000138757
136	PLAC8	4366.68018256693	0.579327383292663	0.243327588399694	4.60302511178232e-05	0.00261661234358613	ENSG00000145287
137	DCTD	431.36777094669	0.317907121758063	0.0981010623139739	0.00023154814328596	0.00685740713339085	ENSG00000129187
138	EPGN	26.1301669773431	-0.982139281899855	0.457612766209973	1.85478147402565e-05	0.00146229646568273	ENSG00000182585
139	KIAA0232	1343.2428979886	-0.475617301726303	0.144472440026116	1.76621219058761e-05	0.00142192214948506	ENSG00000170871
140	C4orf3	1080.05802088242	0.296373185379754	0.0866359621341001	0.000158599937497471	0.00551600342329876	ENSG00000164096
141	CXCL1	2604.19971753774	-0.792132054527152	0.42747803334729	6.00209505214255e-05	0.00298651859737369	ENSG00000163739
142	CXCL5	281.407130027769	-2.09895703396494	0.48886148218502	4.66689317083571e-08	2.80968182035086e-05	ENSG00000163735
143	CYP4V2	113.508959010242	0.460766744268459	0.170700190539654	0.000121178895513915	0.00462540193395334	ENSG00000145476
144	LAP3	1476.05463308145	0.65968407796584	0.337430787269607	7.65890000739247e-05	0.00352406117262638	ENSG00000002549
145	NFKB1	21942.8819211648	-0.432518238828051	0.178070920103583	0.000361360686483879	0.00905800110147233	ENSG00000109320
146	PGRMC2	123.607840725761	0.374123404758575	0.116058743203184	0.000116489078515103	0.00451836433787479	ENSG00000164040
147	CAMK2D	880.416420673184	0.481462985757187	0.210327232696775	0.000217282666584086	0.00658438104010005	ENSG00000145349
148	ACSL1	40451.7341079562	-0.566558337021491	0.216292518991311	2.7814238837214e-05	0.00188810390211968	ENSG00000151726
149	LINC02265	28.2682424276104	0.868939810683882	0.384222201835443	1.38481962119536e-05	0.00123931999207653	ENSG00000249241
150	ZFR	1779.28013420199	-0.373104612018967	0.0957017853791833	1.04282136808468e-05	0.001015600663256	ENSG00000056097
151	FBXO4	45.7027393856882	0.443026288688079	0.192428662102792	0.00038993520546915	0.00947649870906218	ENSG00000151876
152	LINC02100	38.8050684822835	1.18512588031402	0.446472223868224	4.444538636203e-06	0.000594625396328371	NA
153	RAI14	16.6519189940236	-1.93253084321214	0.489979640761277	1.68356465020446e-07	6.28911587763767e-05	ENSG00000039560
154	AC116347.1	63.2569941799619	1.41226769035247	0.286115052723251	5.87450021873185e-09	6.64346457778059e-06	NA
155	IL7R	1048.51369210716	-0.705125960058453	0.434464649890349	0.000154667993774863	0.00549216508726021	ENSG00000168685
156	PHAX	94.1799051220886	-0.408205352336133	0.156924054878584	0.000376906511130475	0.00929632540022932	ENSG00000164902
157	BASP1	8969.45229828817	-0.487454935281693	0.220170823023496	0.000232262893626951	0.00685740713339085	ENSG00000176788
158	LHFPL2	12018.0881961325	-0.429504618184018	0.141612188223548	8.62499208937808e-05	0.00378231232122706	ENSG00000145685
159	LSM11	42.5825196410979	-0.518494705023276	0.186291284117195	3.6687367316874e-05	0.00224353998543452	ENSG00000155858
160	RASA1	220.673999116837	-0.414282351581308	0.110455225695698	1.0190783983015e-05	0.00100729055115696	ENSG00000145715
161	TIGD6	35.8092403773806	-0.466602905517941	0.173240867499835	0.000111174751104485	0.00436946462426974	ENSG00000164296
162	RANBP3L	87.0063516310629	0.624744275255608	0.447990521298844	0.000385444169527514	0.00940185640035344	ENSG00000164188
163	TARS	2706.06017231096	-0.710420680582432	0.235637971618177	1.49086148092425e-06	0.000308538442419401	NA
164	SEC24A	2250.26388479905	-0.411709123841314	0.130296613474443	7.97204507297746e-05	0.00360374528981524	ENSG00000113615
165	ATOX1	394.299841965975	0.529413745838158	0.111436828686175	1.94598898262138e-08	1.43192355971223e-05	ENSG00000177556
166	NDUFAF2	338.139085515958	-0.431922066768722	0.129730814794637	3.3537142299686e-05	0.00211523547504448	ENSG00000164182
167	FBXW11	1271.31060019271	-0.322541912309406	0.10268652912567	0.000303052308642782	0.00805308140040456	ENSG00000072803
168	TNPO1	1801.47780355276	-0.33496163522407	0.106566638763107	0.000257469992215694	0.00731776657401137	ENSG00000083312
169	BRD9	399.913909454733	-0.342373548709933	0.0788398278935272	2.35823009704722e-06	0.000408422661811346	ENSG00000028310
170	SLC26A2	691.699227320725	-0.621575617759902	0.25359204478385	2.36548469944655e-05	0.00170276330674834	ENSG00000155850
171	AC022217.2	56.9981993429963	0.799811161301274	0.301372258400616	3.80984273414197e-06	0.000542595344233444	NA
172	AC008429.2	18.1311276342093	0.542737270374132	0.239138669072313	9.61858247572307e-05	0.00408890228535247	NA
173	NUDCD2	94.7700501005266	0.38952231987318	0.111666653638192	3.83368571029267e-05	0.00230805305603757	ENSG00000170584
174	HAVCR2	2481.04260682042	-0.456808268222473	0.136516988485511	2.07433354254504e-05	0.00155223433734514	ENSG00000135077
175	IL31RA	158.158689907767	0.504589777129126	0.2685289622812	0.000361772939424603	0.00905800110147233	ENSG00000164509
176	ADAMTS2	2063.09181784302	-0.803973216692082	0.613094641229818	0.000221168420797622	0.00667283766165035	ENSG00000087116
177	C5orf15	795.593009621225	0.39123034894254	0.109402622547312	2.73936598881362e-05	0.00187025270731115	ENSG00000113583
178	CSNK1A1P3	22.4194991045438	-0.57321273927601	0.24298010722009	5.25021102351838e-05	0.00274851214355764	NA
179	FBXO38	1285.23280974982	-0.32228034653442	0.105862068900951	0.000412188030912456	0.00985456763436006	ENSG00000145868
180	EBF1	367.982312428291	-0.636767517642066	0.324007686507421	8.63518534664236e-05	0.00378231232122706	ENSG00000164330
181	ETF1	6536.12202269436	-0.300878332434666	0.0837028561995551	8.03587380389377e-05	0.00361297604646984	ENSG00000120705
182	ABLIM3	12.5175750862633	-0.888083778125866	0.518552014203434	7.23206707938648e-05	0.00338704253232995	ENSG00000173210
183	RNF145	1595.5006835659	-0.455983501868089	0.159377771182409	8.73541195794986e-05	0.00380593853233703	ENSG00000145860
184	PANK3	1445.54116170889	-0.310996747159446	0.0991221348544652	0.000352000135447142	0.00894374028044928	ENSG00000120137
185	BMP6	152.877659717247	-0.60947087984127	0.320035016590483	0.000124317363297429	0.00469112101673631	ENSG00000153162
186	TPMT	608.313186939136	0.498733556883237	0.106624608922108	4.90941551793821e-08	2.81889200988403e-05	ENSG00000137364
187	KCTD20	2926.8769841461	-0.38980101265379	0.118237082390602	7.29030536641571e-05	0.00340000333021746	ENSG00000112078
188	DAAM2	29.7702854179916	-1.10169637561177	1.11186255189019	5.33953169645155e-05	0.00275183258052532	ENSG00000146122
189	ME1	1129.07011295945	-0.958203658085269	0.368917404205364	4.24185500677651e-06	0.000573299689436274	ENSG00000065833
190	CALHM6	28.5162376496802	2.08002290266164	0.433057640852306	7.72371084742561e-09	7.8692730903194e-06	ENSG00000188820
191	DSE	2038.99792280184	-0.365289108362168	0.108952411007067	8.63565869044299e-05	0.00378231232122706	ENSG00000111817
192	ULBP1	58.9997311011771	-0.490434394462874	0.253051220997306	0.000384052474566479	0.00938519377423066	ENSG00000111981
193	KATNA1	164.109183301622	-0.335974925461067	0.10111056971601	0.000140861829188665	0.0051825414655663	ENSG00000186625
194	SCAF8	1443.88980771054	-0.286568723508269	0.0765684654418829	5.28879624471537e-05	0.00274851214355764	ENSG00000213079
195	LYRM4	1358.61827642153	-0.475866222920508	0.207899493133761	0.000236882857819149	0.00694140144206775	ENSG00000214113
196	HLA-DMB	1334.58431337771	0.85992619853141	0.311005120833731	2.25856012168608e-06	0.000408422661811346	ENSG00000242574
197	BRPF3	943.970767601995	-0.516608733250837	0.147505682181202	4.17952046724652e-06	0.000573299689436274	ENSG00000096070
198	ETV7	147.52402056428	0.865512491099075	0.552597673986136	0.000109877578975101	0.004338274644523	ENSG00000010030
199	PNPLA1	1345.40827567877	-0.477092096705347	0.196119821510995	0.000170942869588313	0.00570311916296524	ENSG00000180316
200	PSMB9	1384.13396530637	1.27205301108126	0.244867732196871	9.6068081594891e-10	1.8177453438919e-06	ENSG00000240065
201	HLA-DRA	25067.1676512445	0.534240472281983	0.231924168183052	9.88732433543346e-05	0.00410525425776853	ENSG00000204287
202	PPARD	1331.35053874367	-0.508187574731523	0.163671538603772	1.74891128972738e-05	0.00142192214948506	ENSG00000112033
203	MICA	19.8881419132889	0.499816333235347	0.250716580667273	0.000306257679045648	0.00811276591791923	ENSG00000204520
204	HLA-DOA	77.7910889571462	1.01626789935364	0.544699682567985	3.95714356812211e-05	0.0023716002968225	ENSG00000204252
205	HLA-DPB1	2735.08250932838	1.14553300697377	0.361883769718881	8.87157189628754e-07	0.000206147315379524	ENSG00000223865
206	PFDN6	203.943637054913	0.394929995201247	0.0964589047921217	3.47770065486395e-06	0.000518177583962914	ENSG00000204220
207	ATXN1	7226.5835843059	-0.463852962636761	0.127919001130263	7.0851970272819e-06	0.000823581179149462	ENSG00000124788
208	ARHGAP18	765.092799549329	-0.398228275375059	0.107978222733108	1.64162435755575e-05	0.00136750406388843	ENSG00000146376
209	HLA-DPA1	6768.72329579196	1.23120021387091	0.386523957967661	1.03365997642008e-06	0.000232047904875999	ENSG00000231389
210	E2F3	3395.89019502399	-0.356849301399295	0.107254499373064	0.000105686022521843	0.00425474580030946	ENSG00000112242
211	AL591468.1	30.8586362840523	1.87287563255002	0.428633126597519	5.33493534159542e-08	2.81889200988403e-05	NA
212	PSMB8	2679.83687389563	0.529156234337103	0.174166844765095	1.47917706808449e-05	0.00127218832901163	ENSG00000204264
213	FGD2	2584.00927429306	0.532784719738119	0.143939944919314	1.52217790996645e-06	0.000310173021807779	ENSG00000146192
214	SNRPC	327.838746178612	0.313493548238844	0.0950821033821835	0.000201702833361156	0.00628600947733766	ENSG00000124562
215	AL356417.3	235.282131161935	0.907763527253461	0.48013964546163	4.26206142413125e-05	0.00248682835077614	NA
216	VEGFA	1211.45342461511	-0.536178248471331	0.234675892313031	0.000100857355218353	0.00412301132675025	ENSG00000112715
217	STXBP5	660.712759993383	-0.461853778169652	0.122923029704803	4.55468275530921e-06	0.000603267730940705	ENSG00000164506
218	C7orf50	290.828325107244	0.424117268767838	0.166353094002714	0.000322629072191688	0.00842327521893632	ENSG00000146540
219	IGF2BP3	74.0249673213714	0.869371992511518	0.424546448382641	2.79402313941455e-05	0.00188810390211968	ENSG00000136231
220	AMPH	563.040732896702	-0.800475843944715	0.374108399074175	2.36436951728238e-05	0.00170276330674834	ENSG00000078053
221	GRB10	1811.58674025146	-1.06840924470402	0.216554446782179	4.71769633625358e-10	1.04143146622798e-06	ENSG00000106070
222	AC003092.1	109.34729163607	-0.854880140792787	0.474766273368685	6.05754961500411e-05	0.00299135510316439	NA
223	TPST1	1449.44984143337	-0.534548148797676	0.287018464081717	0.000269167163027939	0.00750551384064223	ENSG00000169902
224	PNPLA8	5366.87498494722	-0.453625201546842	0.125053584695063	8.4218008884783e-06	0.000886264672979771	ENSG00000135241
225	ARMC10	200.395220769469	0.371008579762891	0.129750432115223	0.000360407800296874	0.00905800110147233	ENSG00000170632
226	GARS	3168.36590637618	-0.517494896912217	0.142397969298914	2.58958730856042e-06	0.000423445480270157	NA
227	AC006974.2	66.6603066767012	1.70757937114931	0.369650778836695	2.71500612085822e-08	1.79801280353836e-05	NA
228	AC073517.1	35.4434687128703	1.03407635104905	0.496055414809013	2.15991412370311e-05	0.0015824842209048	NA
229	CHST12	83.4570980405041	0.605835338227056	0.21790395187069	1.01714327462483e-05	0.00100729055115696	ENSG00000136213
230	NUB1	444.220615190174	0.763748204628915	0.205445639669894	5.32816815125467e-08	2.81889200988403e-05	ENSG00000013374
231	NT5C3A	572.521762521708	0.800975438989686	0.414484699694305	4.60106236416244e-05	0.00261661234358613	ENSG00000122643
