NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_DN	GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_DN		160	0.4669458	1.7407554	0.017612524	0.47810897	0.72	3267	tags=44%, list=23%, signal=57%	
GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_2H_UP	GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_2H_UP		172	0.61566746	1.7386115	0.04831933	0.4716774	0.726	2891	tags=58%, list=20%, signal=72%	
GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDC_DN	GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDC_DN		161	0.3682348	1.7316834	0.003984064	0.48236546	0.735	2226	tags=27%, list=16%, signal=32%	
GSE22140_HEALTHY_VS_ARTHRITIC_GERMFREE_MOUSE_CD4_TCELL_DN	GSE22140_HEALTHY_VS_ARTHRITIC_GERMFREE_MOUSE_CD4_TCELL_DN		178	0.5144227	1.7259626	0.04897959	0.4887011	0.753	3080	tags=50%, list=22%, signal=63%	
GSE45881_CXCR6HI_VS_CXCR1LO_COLONIC_LAMINA_PROPRIA_UP	GSE45881_CXCR6HI_VS_CXCR1LO_COLONIC_LAMINA_PROPRIA_UP		173	0.44006115	1.722443	0.025641026	0.4883815	0.764	2948	tags=42%, list=21%, signal=53%	
GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_MAC_UP	GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_MAC_UP		152	0.43901843	1.7222731	0.009746589	0.4763592	0.764	2050	tags=36%, list=14%, signal=41%	
GSE22025_UNTREATED_VS_TGFB1_TREATED_CD4_TCELL_UP	GSE22025_UNTREATED_VS_TGFB1_TREATED_CD4_TCELL_UP		161	0.34692052	1.720835	0.0	0.46963182	0.772	3458	tags=38%, list=24%, signal=50%	
GSE21546_UNSTIM_VS_ANTI_CD3_STIM_DP_THYMOCYTES_UP	GSE21546_UNSTIM_VS_ANTI_CD3_STIM_DP_THYMOCYTES_UP		141	0.3938545	1.7199669	0.0	0.4612376	0.773	3997	tags=46%, list=28%, signal=64%	
GSE2128_C57BL6_VS_NOD_CD4CD8_DP_THYMOCYTE_UP	GSE2128_C57BL6_VS_NOD_CD4CD8_DP_THYMOCYTE_UP		177	0.46211433	1.7164824	0.036	0.46172675	0.778	2570	tags=42%, list=18%, signal=51%	
GSE360_L_MAJOR_VS_M_TUBERCULOSIS_MAC_UP	GSE360_L_MAJOR_VS_M_TUBERCULOSIS_MAC_UP		137	0.4490309	1.7128847	0.0019305019	0.46268573	0.785	2748	tags=38%, list=19%, signal=47%	
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_GRAN_MONO_PROGENITOR_UP	GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_GRAN_MONO_PROGENITOR_UP		156	0.41874158	1.7099633	0.005952381	0.46152902	0.788	2707	tags=35%, list=19%, signal=43%	
GSE7548_NAIVE_VS_DAY28_PCC_IMMUNIZATION_CD4_TCELL_UP	GSE7548_NAIVE_VS_DAY28_PCC_IMMUNIZATION_CD4_TCELL_UP		167	0.39013058	1.7068431	0.01183432	0.46158943	0.794	2804	tags=36%, list=20%, signal=44%	
GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_2H_UP	GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_2H_UP		152	0.4142023	1.7065119	0.009596929	0.4525116	0.794	2452	tags=36%, list=17%, signal=42%	
GSE21546_WT_VS_SAP1A_KO_DP_THYMOCYTES_DN	GSE21546_WT_VS_SAP1A_KO_DP_THYMOCYTES_DN		130	0.38880128	1.7062565	0.0	0.44339928	0.795	2495	tags=31%, list=18%, signal=37%	
GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_2H_UP	GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_2H_UP		172	0.54548746	1.7060772	0.065868266	0.43454996	0.795	2889	tags=50%, list=20%, signal=62%	
GSE46606_IRF4HIGH_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP	GSE46606_IRF4HIGH_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP		178	0.393903	1.7058603	0.018828452	0.4262645	0.796	3683	tags=44%, list=26%, signal=58%	
GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_UP	GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_UP		158	0.3885504	1.6988562	0.0	0.43973887	0.811	3474	tags=41%, list=24%, signal=54%	
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_DN	GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_DN		163	0.4210234	1.6985018	0.01171875	0.43220803	0.811	2911	tags=37%, list=20%, signal=47%	
GSE19512_NAUTRAL_VS_INDUCED_TREG_DN	GSE19512_NAUTRAL_VS_INDUCED_TREG_DN		149	0.36548892	1.6982259	0.0	0.42469618	0.811	1916	tags=28%, list=13%, signal=31%	
GSE37534_GW1929_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_DN	GSE37534_GW1929_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_DN		173	0.3861724	1.6978785	0.014314928	0.41752848	0.812	2988	tags=36%, list=21%, signal=46%	
GSE4748_CTRL_VS_LPS_STIM_DC_3H_UP	GSE4748_CTRL_VS_LPS_STIM_DC_3H_UP		155	0.39203858	1.6976533	0.0038834952	0.41042858	0.812	3130	tags=39%, list=22%, signal=49%	
GSE360_L_DONOVANI_VS_T_GONDII_MAC_UP	GSE360_L_DONOVANI_VS_T_GONDII_MAC_UP		159	0.35523516	1.6960062	0.0	0.40762216	0.817	2965	tags=36%, list=21%, signal=46%	
GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_UP	GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_UP		165	0.5781486	1.6954032	0.069815196	0.40210193	0.819	2554	tags=49%, list=18%, signal=59%	
GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN		156	0.48833656	1.6949816	0.03131524	0.3959042	0.819	2936	tags=47%, list=21%, signal=59%	
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_24H_UP	GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_24H_UP		181	0.4742267	1.6945993	0.039832287	0.39011863	0.82	2679	tags=42%, list=19%, signal=51%	
GSE22025_UNTREATED_VS_PROGESTERONE_TREATED_CD4_TCELL_DN	GSE22025_UNTREATED_VS_PROGESTERONE_TREATED_CD4_TCELL_DN		165	0.34522727	1.6881895	0.0019417476	0.40231818	0.829	2560	tags=30%, list=18%, signal=37%	
GSE3982_MAST_CELL_VS_NKCELL_UP	GSE3982_MAST_CELL_VS_NKCELL_UP		172	0.3655384	1.6880429	0.0040816325	0.39591473	0.829	2979	tags=34%, list=21%, signal=42%	
GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_UP	GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_UP		145	0.40999883	1.686374	0.007874016	0.39434752	0.831	3390	tags=41%, list=24%, signal=53%	
GSE30971_WBP7_HET_VS_KO_MACROPHAGE_4H_LPS_STIM_UP	GSE30971_WBP7_HET_VS_KO_MACROPHAGE_4H_LPS_STIM_UP		167	0.49774435	1.6854215	0.06263048	0.39071694	0.833	2850	tags=45%, list=20%, signal=56%	
GSE20727_ROS_INH_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_UP	GSE20727_ROS_INH_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_UP		180	0.42703277	1.6851025	0.041666668	0.38505915	0.834	2967	tags=41%, list=21%, signal=51%	
GSE37416_CTRL_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_DN	GSE37416_CTRL_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_DN		148	0.3969639	1.6850488	0.009861933	0.37909204	0.834	3130	tags=34%, list=22%, signal=44%	
GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_UP	GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_UP		142	0.51519483	1.6847775	0.0513347	0.37381303	0.835	3027	tags=49%, list=21%, signal=61%	
GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN	GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_DN		174	0.33936024	1.6801517	0.004016064	0.3812369	0.844	1683	tags=25%, list=12%, signal=28%	
GSE26488_WT_VS_HDAC7_DELTAP_TG_OT2_THYMOCYTE_WITH_PEPTIDE_INJECTION_DN	GSE26488_WT_VS_HDAC7_DELTAP_TG_OT2_THYMOCYTE_WITH_PEPTIDE_INJECTION_DN		168	0.37252054	1.6791477	0.0	0.37842098	0.847	2982	tags=33%, list=21%, signal=42%	
GSE37605_TREG_VS_TCONV_NOD_FOXP3_FUSION_GFP_DN	GSE37605_TREG_VS_TCONV_NOD_FOXP3_FUSION_GFP_DN		147	0.35985696	1.6782312	0.0018416207	0.37553695	0.848	3501	tags=39%, list=25%, signal=51%	
GSE41867_DAY15_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP	GSE41867_DAY15_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP		153	0.40755838	1.6782151	0.0058027077	0.3700875	0.848	2757	tags=37%, list=19%, signal=45%	
GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_MAC_UP	GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_MAC_UP		164	0.38789803	1.676556	0.019607844	0.3692574	0.85	2407	tags=35%, list=17%, signal=42%	
GSE21927_HEALTHY_VS_TUMOROUS_BALBC_MOUSE_MONOCYTE_UP	GSE21927_HEALTHY_VS_TUMOROUS_BALBC_MOUSE_MONOCYTE_UP		148	0.35159504	1.6717359	0.0	0.3777741	0.86	2864	tags=34%, list=20%, signal=42%	
GSE21033_CTRL_VS_POLYIC_STIM_DC_6H_UP	GSE21033_CTRL_VS_POLYIC_STIM_DC_6H_UP		162	0.4401713	1.6712607	0.046277665	0.37383616	0.86	2591	tags=40%, list=18%, signal=48%	
GSE39820_TGFBETA3_IL6_VS_TGFBETA3_IL6_IL23A_TREATED_CD4_TCELL_UP	GSE39820_TGFBETA3_IL6_VS_TGFBETA3_IL6_IL23A_TREATED_CD4_TCELL_UP		169	0.41310883	1.6693051	0.026422765	0.37422568	0.863	3128	tags=43%, list=22%, signal=54%	
GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN	GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN		161	0.39080504	1.6689134	0.018828452	0.3702702	0.864	2695	tags=36%, list=19%, signal=44%	
GSE29949_MICROGLIA_VS_DC_BRAIN_UP	GSE29949_MICROGLIA_VS_DC_BRAIN_UP		168	0.37894577	1.6685768	0.005952381	0.3661572	0.864	4109	tags=43%, list=29%, signal=60%	
GSE22033_UNTREATED_VS_ROSIGLITAZONE_TREATED_MEF_DN	GSE22033_UNTREATED_VS_ROSIGLITAZONE_TREATED_MEF_DN		160	0.4147333	1.6676066	0.033797216	0.3641077	0.866	2825	tags=38%, list=20%, signal=47%	
GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_UP	GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_UP		166	0.3555155	1.6669443	0.0038986355	0.36077076	0.867	3794	tags=40%, list=27%, signal=54%	
GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_UP	GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_UP		174	0.5860274	1.6662414	0.07724426	0.35808674	0.871	2889	tags=56%, list=20%, signal=70%	
GSE37416_0H_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_DN	GSE37416_0H_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_DN		175	0.5088474	1.6635271	0.07786885	0.36076817	0.877	1904	tags=38%, list=13%, signal=44%	
GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP	GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP		177	0.46850768	1.6619186	0.05679513	0.360594	0.878	1924	tags=36%, list=14%, signal=41%	
GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_DN	GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_DN		156	0.4496901	1.655785	0.048732944	0.37241495	0.89	3039	tags=40%, list=21%, signal=51%	
GSE339_EX_VIVO_VS_IN_CULTURE_CD4POS_DC_DN	GSE339_EX_VIVO_VS_IN_CULTURE_CD4POS_DC_DN		169	0.44028413	1.6555254	0.049689442	0.36848515	0.89	2867	tags=43%, list=20%, signal=53%	
GSE39820_TGFBETA1_IL6_VS_TGFBETA1_IL6_IL23A_TREATED_CD4_TCELL_UP	GSE39820_TGFBETA1_IL6_VS_TGFBETA1_IL6_IL23A_TREATED_CD4_TCELL_UP		187	0.35733786	1.6511288	0.012072435	0.3757527	0.898	3233	tags=36%, list=23%, signal=46%	
GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDC_DN	GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDC_DN		145	0.32046166	1.6510817	0.0	0.3714372	0.898	2812	tags=34%, list=20%, signal=42%	
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN	GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_DN		180	0.473394	1.6506846	0.064449064	0.3680548	0.898	2755	tags=43%, list=19%, signal=52%	
GSE7348_LPS_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_UP	GSE7348_LPS_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_UP		167	0.4462307	1.6488209	0.045454547	0.3690232	0.899	2903	tags=40%, list=20%, signal=50%	
GSE17721_LPS_VS_CPG_1H_BMDC_DN	GSE17721_LPS_VS_CPG_1H_BMDC_DN		171	0.40937603	1.6482847	0.02584493	0.3660371	0.899	2568	tags=36%, list=18%, signal=43%	
GSE3039_NKT_CELL_VS_B2_BCELL_DN	GSE3039_NKT_CELL_VS_B2_BCELL_DN		155	0.40086567	1.647452	0.013833992	0.3640436	0.9	2479	tags=35%, list=17%, signal=42%	
GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_AT_DX_DN	GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_AT_DX_DN		165	0.41144207	1.6455631	0.015065913	0.36469343	0.903	2506	tags=36%, list=18%, signal=44%	
GSE21033_CTRL_VS_POLYIC_STIM_DC_1H_DN	GSE21033_CTRL_VS_POLYIC_STIM_DC_1H_DN		144	0.3964994	1.6434623	0.027559055	0.36562467	0.907	3774	tags=42%, list=27%, signal=57%	
GSE21678_WT_VS_FOXO1_FOXO3_KO_TREG_UP	GSE21678_WT_VS_FOXO1_FOXO3_KO_TREG_UP		158	0.44856316	1.6425514	0.04684318	0.36373895	0.908	2999	tags=41%, list=21%, signal=52%	
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4_KO_BCELL_DN	GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4_KO_BCELL_DN		154	0.40429127	1.6404232	0.00591716	0.36519647	0.913	3029	tags=40%, list=21%, signal=51%	
GSE24574_BCL6_HIGH_TFH_VS_NAIVE_CD4_TCELL_DN	GSE24574_BCL6_HIGH_TFH_VS_NAIVE_CD4_TCELL_DN		174	0.44703883	1.6347133	0.071428575	0.37614036	0.922	2456	tags=37%, list=17%, signal=44%	
GSE25088_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_UP	GSE25088_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_UP		156	0.35461503	1.6343273	0.0	0.37304956	0.922	2964	tags=36%, list=21%, signal=45%	
GSE12505_WT_VS_E2_2_HET_PDC_DN	GSE12505_WT_VS_E2_2_HET_PDC_DN		125	0.3414	1.6328002	0.0020833334	0.37305573	0.922	3104	tags=34%, list=22%, signal=43%	
GSE11924_TH1_VS_TH17_CD4_TCELL_DN	GSE11924_TH1_VS_TH17_CD4_TCELL_DN		164	0.3231674	1.6295348	0.003787879	0.37790254	0.925	1904	tags=25%, list=13%, signal=29%	
GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_UP	GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_UP		172	0.4199655	1.6278594	0.040618956	0.37851992	0.929	2976	tags=41%, list=21%, signal=51%	
GSE19401_RETINOIC_ACID_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP	GSE19401_RETINOIC_ACID_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP		154	0.3891754	1.6261314	0.00390625	0.3791547	0.931	1930	tags=31%, list=14%, signal=36%	
GSE13229_MATURE_VS_INTMATURE_NKCELL_DN	GSE13229_MATURE_VS_INTMATURE_NKCELL_DN		159	0.3373957	1.6255025	0.008048289	0.3768687	0.931	2305	tags=29%, list=16%, signal=34%	
GSE4748_CTRL_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP	GSE4748_CTRL_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP		171	0.33072314	1.6249814	0.0	0.37428445	0.932	3189	tags=36%, list=22%, signal=46%	
GSE42021_CD24HI_VS_CD24INT_TCONV_THYMUS_UP	GSE42021_CD24HI_VS_CD24INT_TCONV_THYMUS_UP		173	0.30918592	1.6242944	0.0018761726	0.37244007	0.932	2420	tags=27%, list=17%, signal=32%	
GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_DN	GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_DN		164	0.3465785	1.623109	0.017578125	0.37179875	0.933	2164	tags=29%, list=15%, signal=33%	
