NAME	TITLE	SCORE	
PPARD	peroxisome proliferator activated receptor delta [Source:HGNC Symbol;Acc:HGNC:9235]	0.7128061	
ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:811]	0.710868	
RARRES1	retinoic acid receptor responder 1 [Source:HGNC Symbol;Acc:HGNC:9867]	0.7107238	
KRAS	KRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:6407]	0.7103362	
SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:11188]	0.70829326	
GPR68	G protein-coupled receptor 68 [Source:HGNC Symbol;Acc:HGNC:4519]	0.7044066	
ZNF148	zinc finger protein 148 [Source:HGNC Symbol;Acc:HGNC:12933]	0.70338655	
FLT1	fms related receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763]	0.7014725	
PLD1	phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067]	0.6999055	
SLC26A2	solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994]	0.69930655	
AMMECR1L	AMMECR1 like [Source:HGNC Symbol;Acc:HGNC:28658]	0.69864464	
CLIC4	chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518]	0.6981047	
CXCL1	C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]	0.69803464	
ME1	malic enzyme 1 [Source:HGNC Symbol;Acc:HGNC:6983]	0.6974945	
ZNF460	zinc finger protein 460 [Source:HGNC Symbol;Acc:HGNC:21628]	0.6956526	
SLC3A2	solute carrier family 3 member 2 [Source:HGNC Symbol;Acc:HGNC:11026]	0.6952616	
TIRAP	TIR domain containing adaptor protein [Source:HGNC Symbol;Acc:HGNC:17192]	0.6948469	
TM6SF1	transmembrane 6 superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:11860]	0.69439995	
DSE	dermatan sulfate epimerase [Source:HGNC Symbol;Acc:HGNC:21144]	0.6922132	
SIGLEC9	sialic acid binding Ig like lectin 9 [Source:HGNC Symbol;Acc:HGNC:10878]	0.69130796	
TCHH	trichohyalin [Source:HGNC Symbol;Acc:HGNC:11791]	0.69029415	
STEAP3	STEAP3 metalloreductase [Source:HGNC Symbol;Acc:HGNC:24592]	0.6896363	
PRDM4	PR/SET domain 4 [Source:HGNC Symbol;Acc:HGNC:9348]	0.6895511	
HAVCR2	hepatitis A virus cellular receptor 2 [Source:HGNC Symbol;Acc:HGNC:18437]	0.68441474	
C22orf42	chromosome 22 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:27160]	0.683671	
FAM107B	family with sequence similarity 107 member B [Source:HGNC Symbol;Acc:HGNC:23726]	0.6833197	
CSRNP2	cysteine and serine rich nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16006]	0.68229014	
KLHL2	kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]	0.68201673	
MTG2	mitochondrial ribosome associated GTPase 2 [Source:HGNC Symbol;Acc:HGNC:16239]	0.6819706	
DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:24013]	0.6816265	
PDE12	phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386]	0.6793235	
PBX3	PBX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634]	0.6791146	
SLC7A11	solute carrier family 7 member 11 [Source:HGNC Symbol;Acc:HGNC:11059]	0.67799395	
MAFG	MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]	0.67694086	
PIK3R5	phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]	0.67447275	
GTF2F2	general transcription factor IIF subunit 2 [Source:HGNC Symbol;Acc:HGNC:4653]	0.6743722	
BRD1	bromodomain containing 1 [Source:HGNC Symbol;Acc:HGNC:1102]	0.6735263	
PTBP2	polypyrimidine tract binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17662]	0.67244625	
KIAA0232	KIAA0232 [Source:HGNC Symbol;Acc:HGNC:28992]	0.67025304	
SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]	0.6701401	
SLC7A11-AS1	SLC7A11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44064]	0.670002	
SETD5	SET domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25566]	0.6694948	
TIMM44	translocase of inner mitochondrial membrane 44 [Source:HGNC Symbol;Acc:HGNC:17316]	0.66944045	
SNUPN	snurportin 1 [Source:HGNC Symbol;Acc:HGNC:14245]	0.66833264	
CCNL2	cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570]	0.66811687	
RAB22A	RAB22A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9764]	0.66753787	
OXSR1	oxidative stress responsive kinase 1 [Source:HGNC Symbol;Acc:HGNC:8508]	0.66685027	
KDM5B	lysine demethylase 5B [Source:HGNC Symbol;Acc:HGNC:18039]	0.66651523	
SSH2	slingshot protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:30580]	0.66488326	
EBF1	EBF transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3126]	0.66459584	
TLNRD1	talin rod domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13519]	0.66281146	
ITGB1	integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]	0.66280484	
KEAP1	kelch like ECH associated protein 1 [Source:HGNC Symbol;Acc:HGNC:23177]	0.6623475	
ZNF746	zinc finger protein 746 [Source:HGNC Symbol;Acc:HGNC:21948]	0.66188043	
SIRT1	sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929]	0.66042644	
C11orf86	chromosome 11 open reading frame 86 [Source:HGNC Symbol;Acc:HGNC:34442]	0.66021425	
ACSL1	acyl-CoA synthetase long chain family member 1 [Source:HGNC Symbol;Acc:HGNC:3569]	0.65863144	
FMN1	formin 1 [Source:HGNC Symbol;Acc:HGNC:3768]	0.65845335	
STK38L	serine/threonine kinase 38 like [Source:HGNC Symbol;Acc:HGNC:17848]	0.65810317	
HECTD1	HECT domain E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20157]	0.6574984	
SOX5	SRY-box transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:11201]	0.6566259	
KCTD20	potassium channel tetramerization domain containing 20 [Source:HGNC Symbol;Acc:HGNC:21052]	0.6558515	
MED17	mediator complex subunit 17 [Source:HGNC Symbol;Acc:HGNC:2375]	0.6540679	
ASPH	aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:757]	0.6535658	
LHFPL2	LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588]	0.6528508	
SGPP2	sphingosine-1-phosphate phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:19953]	0.6526019	
RFFL	ring finger and FYVE like domain containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:24821]	0.6523151	
LBX2-AS1	LBX2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25136]	0.6513389	
RNF145	ring finger protein 145 [Source:HGNC Symbol;Acc:HGNC:20853]	0.6513109	
VPS37B	VPS37B subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:25754]	0.6505163	
VTI1A	vesicle transport through interaction with t-SNAREs 1A [Source:HGNC Symbol;Acc:HGNC:17792]	0.6488319	
SMARCA5-AS1	SMARCA5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39982]	0.6484764	
ZNF225	zinc finger protein 225 [Source:HGNC Symbol;Acc:HGNC:13018]	0.6483112	
CXCL5	C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]	0.64757144	
CCL20	C-C motif chemokine ligand 20 [Source:HGNC Symbol;Acc:HGNC:10619]	0.64646167	
BRD9	bromodomain containing 9 [Source:HGNC Symbol;Acc:HGNC:25818]	0.6458141	
C1orf122	chromosome 1 open reading frame 122 [Source:HGNC Symbol;Acc:HGNC:24789]	0.6455526	
MET	MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]	0.6444153	
BRPF3	bromodomain and PHD finger containing 3 [Source:HGNC Symbol;Acc:HGNC:14256]	0.6436055	
TWNK	twinkle mtDNA helicase [Source:HGNC Symbol;Acc:HGNC:1160]	0.6428564	
FAM219B	family with sequence similarity 219 member B [Source:HGNC Symbol;Acc:HGNC:24695]	0.6425253	
ATP2B1	ATPase plasma membrane Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:814]	0.6414486	
CEP170B	centrosomal protein 170B [Source:HGNC Symbol;Acc:HGNC:20362]	0.6389937	
ZNF804A	zinc finger protein 804A [Source:HGNC Symbol;Acc:HGNC:21711]	0.6383566	
SEC24A	SEC24 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10703]	0.6380473	
ZNF778	zinc finger protein 778 [Source:HGNC Symbol;Acc:HGNC:26479]	0.6368029	
SFPQ	splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]	0.6362365	
PTRH2	peptidyl-tRNA hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:24265]	0.636049	
GRIN3B	glutamate ionotropic receptor NMDA type subunit 3B [Source:HGNC Symbol;Acc:HGNC:16768]	0.6359207	
EPGN	epithelial mitogen [Source:HGNC Symbol;Acc:HGNC:17470]	0.63566	
GPRC5A	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]	0.635507	
CLTC	clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]	0.6345646	
TXNRD1	thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]	0.63407934	
TIGD6	tigger transposable element derived 6 [Source:HGNC Symbol;Acc:HGNC:18332]	0.63378954	
CNOT4	CCR4-NOT transcription complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880]	0.63374203	
BCAT1	branched chain amino acid transaminase 1 [Source:HGNC Symbol;Acc:HGNC:976]	0.6326809	
RPRD1B	regulation of nuclear pre-mRNA domain containing 1B [Source:HGNC Symbol;Acc:HGNC:16209]	0.6325134	
ADAM9	ADAM metallopeptidase domain 9 [Source:HGNC Symbol;Acc:HGNC:216]	0.6319391	
HPGD	15-hydroxyprostaglandin dehydrogenase [Source:HGNC Symbol;Acc:HGNC:5154]	0.6316493	
REST	RE1 silencing transcription factor [Source:HGNC Symbol;Acc:HGNC:9966]	0.6315468	
SLC16A1	solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922]	0.6295402	
ARHGAP18	Rho GTPase activating protein 18 [Source:HGNC Symbol;Acc:HGNC:21035]	0.6292072	
ZC3H18	zinc finger CCCH-type containing 18 [Source:HGNC Symbol;Acc:HGNC:25091]	0.62851703	
TYRO3	TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12446]	0.62807596	
TOP3B	DNA topoisomerase III beta [Source:HGNC Symbol;Acc:HGNC:11993]	0.6280693	
TMEM65	transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203]	0.62770474	
SESN2	sestrin 2 [Source:HGNC Symbol;Acc:HGNC:20746]	0.6270578	
RPF2	ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870]	0.62674683	
PIBF1	progesterone immunomodulatory binding factor 1 [Source:HGNC Symbol;Acc:HGNC:23352]	0.62661046	
UBE2J2	ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]	0.62590927	
ZBTB45	zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:HGNC:23715]	0.6249889	
EIF1AD	eukaryotic translation initiation factor 1A domain containing [Source:HGNC Symbol;Acc:HGNC:28147]	0.62488556	
TNPO1	transportin 1 [Source:HGNC Symbol;Acc:HGNC:6401]	0.62433463	
FTX	FTX transcript, XIST regulator [Source:HGNC Symbol;Acc:HGNC:37190]	0.6223456	
AMPH	amphiphysin [Source:HGNC Symbol;Acc:HGNC:471]	0.622211	
AP1G1	adaptor related protein complex 1 subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:555]	0.6218742	
LRRC58	leucine rich repeat containing 58 [Source:HGNC Symbol;Acc:HGNC:26968]	0.6209674	
SLC38A1	solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447]	0.6198827	
TCF12	transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11623]	0.61937517	
LINC01364	long intergenic non-protein coding RNA 1364 [Source:HGNC Symbol;Acc:HGNC:50599]	0.6190486	
IRS1	insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]	0.6187499	
TRPS1	transcriptional repressor GATA binding 1 [Source:HGNC Symbol;Acc:HGNC:12340]	0.6184477	
AHCTF1	AT-hook containing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:24618]	0.61796796	
GABPB1	GA binding protein transcription factor subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4074]	0.61647755	
TNPO1P3	transportin 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:50718]	0.6163869	
ABLIM3	actin binding LIM protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29132]	0.6154044	
TNKS	tankyrase [Source:HGNC Symbol;Acc:HGNC:11941]	0.6152351	
CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:24292]	0.6149848	
HSPA13	heat shock protein family A (Hsp70) member 13 [Source:HGNC Symbol;Acc:HGNC:11375]	0.6147837	
FGFR1	fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]	0.61450154	
KLHL28	kelch like family member 28 [Source:HGNC Symbol;Acc:HGNC:19741]	0.613904	
TRIP11	thyroid hormone receptor interactor 11 [Source:HGNC Symbol;Acc:HGNC:12305]	0.6105774	
ZNF790	zinc finger protein 790 [Source:HGNC Symbol;Acc:HGNC:33114]	0.6101069	
PSMD12	proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]	0.60965085	
PSEN1	presenilin 1 [Source:HGNC Symbol;Acc:HGNC:9508]	0.6080793	
FBXW11	F-box and WD repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:13607]	0.6063425	
AVL9	AVL9 cell migration associated [Source:HGNC Symbol;Acc:HGNC:28994]	0.6060765	
RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]	0.6035146	
CWC22	CWC22 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:29322]	0.6025366	
HS6ST1	heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201]	0.60218036	
RASSF8	Ras association domain family member 8 [Source:HGNC Symbol;Acc:HGNC:13232]	0.60182726	
PUM2	pumilio RNA binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]	0.601688	
MTF1	metal regulatory transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7428]	0.6006017	
NRIP3	nuclear receptor interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1167]	0.59981734	
TRIM66	tripartite motif containing 66 [Source:HGNC Symbol;Acc:HGNC:29005]	0.59972733	
ULBP1	UL16 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:14893]	0.5994926	
PKD2L2	polycystin 2 like 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9012]	0.5993199	
TBC1D23	TBC1 domain family member 23 [Source:HGNC Symbol;Acc:HGNC:25622]	0.59891117	
NQO1	NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]	0.59865236	
KRCC1	lysine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28039]	0.59745044	
LRP12	LDL receptor related protein 12 [Source:HGNC Symbol;Acc:HGNC:31708]	0.59731865	
CCT5P1	chaperonin containing TCP1 subunit 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35135]	0.5971829	
ROCK1	Rho associated coiled-coil containing protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:10251]	0.596884	
MINPP1	multiple inositol-polyphosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:7102]	0.5961053	
C14orf119	chromosome 14 open reading frame 119 [Source:HGNC Symbol;Acc:HGNC:20270]	0.5959992	
PODNL1	podocan like 1 [Source:HGNC Symbol;Acc:HGNC:26275]	0.59549224	
TSG101	tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]	0.59524137	
FKRP	fukutin related protein [Source:HGNC Symbol;Acc:HGNC:17997]	0.59523594	
IWS1	interacts with SUPT6H, CTD assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:25467]	0.5945908	
ZFYVE1	zinc finger FYVE-type containing 1 [Source:HGNC Symbol;Acc:HGNC:13180]	0.593532	
GCLM	glutamate-cysteine ligase modifier subunit [Source:HGNC Symbol;Acc:HGNC:4312]	0.5929467	
CUL4A	cullin 4A [Source:HGNC Symbol;Acc:HGNC:2554]	0.5920891	
DGKA	diacylglycerol kinase alpha [Source:HGNC Symbol;Acc:HGNC:2849]	0.59152323	
NAMPTP1	nicotinamide phosphoribosyltransferase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17633]	0.5913013	
KATNA1	katanin catalytic subunit A1 [Source:HGNC Symbol;Acc:HGNC:6216]	0.5907288	
LYRM4	LYR motif containing 4 [Source:HGNC Symbol;Acc:HGNC:21365]	0.5904072	
MAP2K3	mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6843]	0.58857626	
SLC1A5	solute carrier family 1 member 5 [Source:HGNC Symbol;Acc:HGNC:10943]	0.58805215	
ETF1	eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]	0.5874843	
PHLPP1	PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:20610]	0.5873111	
KPNA1	karyopherin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6394]	0.5870832	
BMP6	bone morphogenetic protein 6 [Source:HGNC Symbol;Acc:HGNC:1073]	0.58588725	
GIGYF2	GRB10 interacting GYF protein 2 [Source:HGNC Symbol;Acc:HGNC:11960]	0.58553094	
SLC38A2	solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448]	0.5854492	
MBD1	methyl-CpG binding domain protein 1 [Source:HGNC Symbol;Acc:HGNC:6916]	0.58539164	
WARS2	tryptophanyl tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12730]	0.5848992	
GPATCH2L	G-patch domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:20210]	0.58441794	
STK17A	serine/threonine kinase 17a [Source:HGNC Symbol;Acc:HGNC:11395]	0.5836265	
FCHO2	FCH and mu domain containing endocytic adaptor 2 [Source:HGNC Symbol;Acc:HGNC:25180]	0.58305466	
CEP170	centrosomal protein 170 [Source:HGNC Symbol;Acc:HGNC:28920]	0.5829484	
ARPC5L	actin related protein 2/3 complex subunit 5 like [Source:HGNC Symbol;Acc:HGNC:23366]	0.58249223	
LINC02426	long intergenic non-protein coding RNA 2426 [Source:HGNC Symbol;Acc:HGNC:53357]	0.5816849	
ZNF800	zinc finger protein 800 [Source:HGNC Symbol;Acc:HGNC:27267]	0.5812449	
R3HCC1L	R3H domain and coiled-coil containing 1 like [Source:HGNC Symbol;Acc:HGNC:23512]	0.58077264	
PSMD6-AS2	PSMD6 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:44125]	0.58035064	
PBDC1	polysaccharide biosynthesis domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28790]	0.580029	
GOT1	glutamic-oxaloacetic transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4432]	0.57949275	
MMP14	matrix metallopeptidase 14 [Source:HGNC Symbol;Acc:HGNC:7160]	0.5794568	
ZBED5	zinc finger BED-type containing 5 [Source:HGNC Symbol;Acc:HGNC:30803]	0.5792289	
HLX	H2.0 like homeobox [Source:HGNC Symbol;Acc:HGNC:4978]	0.5791785	
TRAPPC8	trafficking protein particle complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:29169]	0.5789511	
FAR1	fatty acyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:26222]	0.5784438	
NFKB1	nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]	0.5783593	
DCUN1D1	defective in cullin neddylation 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18184]	0.5780857	
C1orf216	chromosome 1 open reading frame 216 [Source:HGNC Symbol;Acc:HGNC:26800]	0.5778701	
PRNP	prion protein [Source:HGNC Symbol;Acc:HGNC:9449]	0.5774391	
ADM2	adrenomedullin 2 [Source:HGNC Symbol;Acc:HGNC:28898]	0.57729995	
IL7R	interleukin 7 receptor [Source:HGNC Symbol;Acc:HGNC:6024]	0.5771719	
VSIG2	V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17149]	0.57687926	
PPARG	peroxisome proliferator activated receptor gamma [Source:HGNC Symbol;Acc:HGNC:9236]	0.5762246	
GLIS3	GLIS family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:28510]	0.57593054	
BASP1	brain abundant membrane attached signal protein 1 [Source:HGNC Symbol;Acc:HGNC:957]	0.5758907	
GJB2	gap junction protein beta 2 [Source:HGNC Symbol;Acc:HGNC:4284]	0.57587963	
MCTP1	multiple C2 and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26183]	0.57574743	
KCNJ11	potassium inwardly rectifying channel subfamily J member 11 [Source:HGNC Symbol;Acc:HGNC:6257]	0.57558316	
METTL13	methyltransferase 13, eEF1A N-terminus and K55 [Source:HGNC Symbol;Acc:HGNC:24248]	0.575316	
ZNF623	zinc finger protein 623 [Source:HGNC Symbol;Acc:HGNC:29084]	0.57523596	
CYP1B1	cytochrome P450 family 1 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2597]	0.57516974	
